date,identifier,tweets
2022-01-20 22:03:00+00:00,c,How do we build the 5G and fiber infrastructure to support tens of billions of devices? Morgan Stanley discusses the future of connectivity with @Verizon CEO Hans Vestberg. https://t.co/UfasC6eAgz
2022-01-20 21:00:01+00:00,c,Our thematic strategists say the emergence of the virtual world dubbed the “metaverse” is an exciting possibility that presents real-world investment opportunities. What might this technological shift mean for your portfolio? https://t.co/uxjDEAIIae
2022-01-20 19:55:00+00:00,c,"You can now get the top insights into investments and financial markets with the Morgan Stanley Action on Google. Just say, “#OkGoogle, talk to Morgan Stanley” to get started. https://t.co/wZ3Eqj64WD https://t.co/IEhf2f4WVe"
2022-01-20 13:00:28+00:00,c,"In 2021, many expected the US dollar to face significant challenges yet the year ended with strong levels coming off a mid-year rally. As we look out at 2022, how much more can the dollar rise and where do other currency opportunities lie? https://t.co/PUPGebrIyq https://t.co/3bZtclZbQ2"
2022-01-19 19:00:33+00:00,c,"While our outlook for 2022 already called for a hawkish Fed, recent signals from the central bank of more aggressive tightening have given cause to reexamine some of our calls while remaining steadfast in key aspects of our narrative for the year. https://t.co/REmaTaAcHu https://t.co/3qihJTJjLR"
2022-01-19 17:08:36+00:00,c,We are honored to be named one of Canada's Top Employers for Young People in 2022. This award recognizes our dedication to creating an inclusive workplace and our commitment to train and mentor young technologists throughout their careers. https://t.co/wXOwyNp0BU https://t.co/vrExCw22lo
2022-01-19 13:15:02+00:00,c,At 8:30 a.m. ET: Morgan Stanley 4Q21 investor call with CEO James Gorman &amp; CFO Sharon Yeshaya. Webcast: https://t.co/tRPx55Ny68 https://t.co/JniTAqkxbS
2022-01-19 13:02:00+00:00,c,$MS 2021 earnings: Investment Management reported full year net revenues above $6 billion driven by strong fee-based asset management revenues on record AUM of $1.6 trillion. https://t.co/evTiUvGcWD
2022-01-19 13:01:00+00:00,c,"$MS 2021 earnings: Wealth Management delivered a full year pre-tax margin of 25.5% or 26.9% excluding integration related expenses. The business added net new assets of $438 billion and total client assets under management were $4.9 trillion, up 23% from a year ago."
2022-01-19 13:00:00+00:00,c,"$MS 2021 earnings: Institutional Securities reported record full year net revenues of $29.8 billion up 13% with strong revenues across Advisory, Underwriting, and Equity. https://t.co/evTiUvGcWD"
2022-01-19 12:59:00+00:00,c,"$MS 2021 earnings: Record full year net revenues of $59.8 billion, record full year net income of $15.0 billion, EPS of $8.03 and ROTCE of 19.8%."
2022-01-19 12:58:01+00:00,c,"$MS 4Q 2021 earnings: Morgan Stanley reports fourth quarter 2021 net revenues of $14.5 billion, net income of $3.7 billion, EPS of $2.01 and ROTCE of 19.8%. Release: https://t.co/evTiUvGcWD https://t.co/bdsmkBwCVR"
2022-01-18 20:42:45+00:00,c,$MS reports its 4Q and FY 2021 financial results on Wednesday January 19th at approx. 7:30 a.m. ET. Conference call at 8:30 a.m. ET https://t.co/EsOi3aTw1s
2022-01-17 18:01:21+00:00,c,"27 years ago, Mandell Crawley landed an internship at Morgan Stanley. Today, he serves as our Chief Human Resources Officer and credits those early days as a key driver of his remarkable career. 

Learn more: https://t.co/NR4hP8dyp1 https://t.co/bx1RM4glAM"
2022-01-17 12:30:02+00:00,c,"""The time is always right to do right,"" urged Rev. Dr. Martin Luther King Jr. during a 1967 speech on social justice and equality. We honor his legacy today via our signage in Times Square—and every day through our commitments to advancing racial equity in our communities. https://t.co/6MZi3vdwuf"
2022-01-16 01:30:00+00:00,c,"Support for diverse founders ""is a movement and not a moment,"" said @CarlaAnnHarris following our Multicultural Innovation Lab's Demo Day this week. Watch her full interview with @BloombergTV's @emilychangtv. #MCIL https://t.co/IMjH7dP8z4"
2022-01-16 00:03:01+00:00,c,"Your Alexa- or Google Assistant-enabled device gives you easy access to our daily market ideas, award-winning podcasts, and in-depth interviews. @Alexa99 #OkGoogle https://t.co/BTzjsTdXBA https://t.co/Z6NRBZdFJb"
2022-01-13 20:00:44+00:00,c,"“It takes a village to support society, and businesses have a responsibility to support that village.” Peter Akwaboah, COO for Technology, Operations and Firm Resilience, discusses the power of employee networks in a #MorganStanleyMinute. 

Learn more: https://t.co/9oIDoyDAoy https://t.co/VP116LxM6A"
2022-01-13 18:00:53+00:00,c,"As the acute bottlenecks in supply chains resolve in the long-term, some structural issues may remain, creating both opportunities and challenges for policymakers, industry leaders, and investors.

Read more about this episode: https://t.co/vNLj6ldS48 https://t.co/pXCAgU2PYv"
2022-01-13 00:00:01+00:00,c,"""Understand the power of your money. Every decision you make has an impact."" See how your investments can power an equitable future with Financial Advisor Darya Allen-Attar. https://t.co/ty0mdHLgsX"
2022-01-12 19:45:16+00:00,c,"Congratulations to the Summer 2021 cohort of the Multicultural Innovation Lab for completing Demo Day, an afternoon of pitching to potential investors. We’re proud to have joined these founders on their startup journey and look forward to their future achievements. #MCIL https://t.co/pk54646QqF"
2022-01-12 16:30:30+00:00,c,"Supply chain delays are on the minds of not only investors, policymakers and business owners, but the average consumer as well. How will recent challenges to supply chains be resolved in the near-term and will this create opportunity for investors? https://t.co/r0HM7LStgd https://t.co/DdfzwdcB4e"
2022-01-11 22:44:00+00:00,c,"The U.S. stock market has rewarded passive investors handsomely in recent years, but that could soon change. Morgan Stanley Wealth Management's Lisa Shalett discusses how to navigate a more challenging market in 2022. https://t.co/rQtKNWn6aF"
2022-01-11 20:10:01+00:00,c,Have an @Alexa99-enabled device? Add Thoughts on the Market to your Flash Briefing. Learn how. https://t.co/LOzES4Yhyy https://t.co/Tty3SxENrm
2022-01-11 17:17:45+00:00,c,New insights from our experts discuss what’s driving the evolution of sustainability themes in the private markets. https://t.co/XyatkEPJPp https://t.co/rrwZhVbrZd
2022-01-11 12:00:29+00:00,c,"As the year gets underway, we are seeing an aggressive rotation from growth to value stocks, triggered by Fed tapering. Will 2022 follow the patterns of the ‘taper tantrum’ of 2013?

Read more about this episode: https://t.co/5acfCP6ECq https://t.co/7r5vQvsfkO"
2022-01-10 14:00:02+00:00,c,"The future of work was a big debate pre-pandemic, but COVID-19 has added a disruptive new wrinkle. Morgan Stanley discusses the new future of work with @Uber CEO Dara Khosrowshahi (@dkhos). https://t.co/jdYxlRJrXR https://t.co/XKzF6eRtmH"
2022-01-07 20:00:01+00:00,c,"As a Vice President and COO in Investment Management, Erica Bowman is a master multitasker. Her time off to be a full-time single mom taught her how, and our Return to Work program eased the way. Find out more: https://t.co/aWm1A8Q5d5"
2022-01-07 13:00:26+00:00,c,"Despite last year’s strong showing for European equities, will the recent spread of the #Omicron variant derail our positive outlook for region in 2022? 

Read more about this episode: https://t.co/KEYeVEczdq https://t.co/Z7bUJ1oR1r"
2022-01-06 20:55:01+00:00,c,Teams entering the Sustainable Investing Challenge don't have to go it alone. Apply to be paired with a mentor by January 16 to help refine your prospectus. Learn how: https://t.co/yi6kGCQnn4 https://t.co/cgJuj5VF2x
2022-01-06 15:01:12+00:00,c,"As 2022 gets underway, investors are concerned about the #Omicron variant of COVID-19, yet markets are taking developments in stride, with higher stock prices and bond yields. Is this economic confidence misplaced?

Read more about this episode: https://t.co/yiemUUL9Wj https://t.co/WFYuiylRCn"
2022-01-06 13:00:01+00:00,c,"A new study asks: Does corporate board ethnic diversity influence stock prices? Learn what Calvert, a unit of Morgan Stanley Investment Management, found. https://t.co/OlHe8gMJjd"
2022-01-06 01:00:27+00:00,c,"As the Omicron variant spreads across Asia, renewed lockdowns and other earnings outlook disruptions have investors on alert, reinforcing our approach of cautious patience in the region. 

Read more about this episode: https://t.co/DiTEtwPHnD https://t.co/l8G5kQLbbQ"
2022-01-04 19:17:47+00:00,c,"New year, new opportunities. @ETRADE is now “E*TRADE from Morgan Stanley” — the same innovative, easy-to-use tools and solutions E*TRADE clients are used to, with a new name reflecting an expanded offering now available from Morgan Stanley. Learn more: https://t.co/IWc8SoLRND https://t.co/5Pbd5bfESp"
2022-01-04 13:45:25+00:00,c,"With a new calendar year, the narrative in markets may not be shifting but there are still opportunities for investors to consider as growth rates, policy proposals, and interest rates shift in the coming year.

Read more about this episode: https://t.co/8qdQuphY0k https://t.co/RWb1XOtk2k"
2022-01-03 20:00:02+00:00,c,"The future of work was a big debate pre-pandemic, but COVID-19 has added a disruptive new wrinkle. Morgan Stanley discusses the new future of work with @Uber CEO Dara Khosrowshahi (@dkhos). https://t.co/7C3bxCg7DG https://t.co/mqEHuIcCf9"
2022-01-03 16:33:22+00:00,c,"Your Alexa- or Google Assistant-enabled device gives you easy access to our daily market ideas, award-winning podcasts, and in-depth interviews. @Alexa99 #OkGoogle https://t.co/UNiNmUWro5 https://t.co/uAYEE87zmY"
2022-01-01 12:00:21+00:00,c,Have a happy and healthy New Year! What are your goals for 2022? https://t.co/8tqDoDErx1
2021-12-31 23:30:01+00:00,c,Enjoy highlights from our annual #HolidaysinHarlem concert earlier this month benefiting Morgan Stanley partner hospitals around the globe. #MSGivesBack https://t.co/H4f3v956XX
2021-12-31 21:07:22+00:00,c,Morgan Stanley proudly supports TDF (the Theater Development Fund) as one of our Lights on Broadway partners for December. Learn how @TDFNYC is bringing the power of performing arts and live theater to everyone: https://t.co/cBeqH8GGlE. #MSGivesBack https://t.co/ZJfsFAKIVb
2021-12-27 21:30:00+00:00,c,Anthony Frasier founded @ABFCreative after he discovered there were no Black-owned audio platforms. Our Multicultural Innovation Lab provided an ecosystem of support that created a new level of accountability towards his company’s goals. #MCIL https://t.co/RLPeYjhLCG
2021-12-27 14:00:00+00:00,c,We are proud to receive the @WatersTech 2021 American Financial Technology Awards for Best Risk Management Initiative and Best Cloud Initiative. #AFTAS #Technology #banking https://t.co/Ia7VJnyHRW
2021-12-25 12:00:02+00:00,c,"'Tis the season! Merry Christmas to our employees, clients, friends, and neighbors celebrating today. https://t.co/pLPLtFUpS5"
2021-12-24 21:35:00+00:00,c,The Federal Reserve has taken a more hawkish stance in announcing plans to tighten monetary policy and raise interest rates next year. But is this a hard pivot or just a slight shift? https://t.co/MmwDG4AibE
2021-12-24 19:12:00+00:00,c,"Morgan Stanley sees high growth, high valuation for #buynowpaylater. How will credit card companies innovate? https://t.co/F9U7odhDnh"
2021-12-24 14:00:00+00:00,c,"How strong is the U.S. economy? Many bond investors haven’t been so confident lately, but Wealth Management’s Lisa Shalett sees reasons for optimism. Find out why. https://t.co/Ieo80rVVUb"
2021-12-23 21:07:18+00:00,c,Wishing you all a season full of hope and joy. Happy Holidays from Morgan Stanley. https://t.co/EgYnFkDJlB
2021-12-23 19:10:00+00:00,c,Our thematic strategists say the emergence of the virtual world dubbed the “metaverse” is an exciting possibility that presents real-world investment opportunities. What might this technological shift mean for your portfolio? https://t.co/iAx5OAvACY
2021-12-23 14:00:17+00:00,c,"Watch as Morgan Stanley sits down with Stéphane Bancel, CEO of Moderna, to discuss #Omicron, the journey to a COVID-19 vaccine and the promise of mRNA tech. Read more here: https://t.co/RBB65JvsOD https://t.co/vzI4vujMIx"
2021-12-23 12:00:00+00:00,c,"As a Vice President and COO in Investment Management, Erica Bowman is a master multitasker. Her time off to be a full-time single mom taught her how, and our Return to Work program eased the way. Find out more: https://t.co/WIGqZtm6Nx"
2021-12-22 14:30:30+00:00,c,"With shifting focus across regulatory, monetary and fiscal policy, there is renewed confidence in the growth and recovery outlook for China in 2022. 

Read more about this episode: https://t.co/7f6i2UJzU4 https://t.co/co0AsxeDfn"
2021-12-21 20:00:18+00:00,c,"As the world faces #Omicron and other potential COVID-19 variants, many are asking, are we stuck with COVID forever?  Morgan Stanley sits down with Stéphane Bancel, CEO of Moderna. Read more here: https://t.co/TIQOWG9aCV https://t.co/fllYwEnTWF"
2021-12-21 14:00:41+00:00,c,"Our narrative of tightening monetary policy and decelerating growth continues to play out amidst developments in #Omicron, failed legislation, and signals from the Fed.

Read more about this episode: https://t.co/HiMj2ek3TZ https://t.co/9xfsVDMOIz"
2021-12-20 21:37:05+00:00,c,"An important part of the Multicultural Innovation Lab is to support participants as they continue to scale after graduation. Congratulations to 2019 #MCIL graduate and founder of @gappifyinc, Jotham Ty, on an oversubscribed Series A round. https://t.co/jQkk05CU7Q https://t.co/rISlxZbAoZ"
2021-12-20 19:15:22+00:00,c,"Today, we announced the Equity in Education and Career Consortium that will support college and career success for over 30,000 students globally. Strategic partners include @abetterchance @americaneedsyou @bebraven @HispanicFed @iMentor @SEOScholarsNYC. https://t.co/0wyduy7lr5 https://t.co/y3AyHhFk5y"
2021-12-20 17:30:01+00:00,c,"For seasoned professionals who took a break from their careers, like Vice President Erica Bowman, our Return to Work program is a game-changer, offering training and support to get back into the workforce. Find out more: https://t.co/I6ki3dT0iq"
2021-12-18 16:00:39+00:00,c,"Discover how to channel your passion, play to your strengths, and craft a unique career with advice from Cecilia Tay, Director of Art Initiatives at Morgan Stanley. https://t.co/r7S6gZ366M https://t.co/yVp4KyRe6Y"
2021-12-18 13:00:28+00:00,c,"With recent signals from the Federal Reserve and new data on the #Omicron variant, there’s a lot that could impact the shape of 2022, but for now the core of our outlook remains unchanged. Read more about this episode: https://t.co/SaznhqPRop https://t.co/1KwH2ncx9S"
2021-12-17 18:00:27+00:00,c,"The last week brought new evidence regarding the transmissibility, immune evasion and disease severity of #Omicron, and with it, more clarity on the coming weeks and months. Read more about this episode: https://t.co/bXRAIHmsDc https://t.co/PWfgyUiCTJ"
2021-12-17 16:33:19+00:00,c,"Join podcast host @Sonari Glinton for a look inside the supply chain, this season on ""Now, What's Next?"" https://t.co/kB1vyarprD https://t.co/ca9FEt93xm"
2021-12-16 22:00:21+00:00,c,"While many are hopeful for an easing of supply chain delays in 2022, the resolution of these issues may lead to new challenges and opportunities in key stock sectors investors should be watching. Read more about this episode: https://t.co/QOTzd8Uwnq https://t.co/OMp5lpfoL6"
2021-12-16 21:35:38+00:00,c,"In this season of giving, we hope that you’ll join us tonight for Holidays From Harlem with Carla Harris and Friends — our annual concert to raise money in support of Morgan Stanley partner hospitals around the globe. Join us at 8PM ET: https://t.co/kCx7tACaQS https://t.co/sx2upsGCX7"
2021-12-16 15:31:25+00:00,c,"Cryptocurrency companies have begun to act as banks in the US, and while regulators have expressed concerns over interest rates and the primacy of the dollar, this interplay has only just begun. 

Read more about this episode: https://t.co/TsU14FDXiW https://t.co/QeIvTFGl9z"
2021-12-14 21:00:25+00:00,c,How do you exit a business that today accounts for nearly 100% of your profits? Watch @[1472πGeneral Motorsπgeneral-motors] CEO Mary Barra discuss the bold shift to an all-electric light-body fleet: https://t.co/yFvPdMQHya https://t.co/jFM2jqNu7K
2021-12-14 19:32:32+00:00,c,What health care breakthroughs will we be talking about in twenty years? Morgan Stanley’s Amy Ellis discusses the future of health care and asset management with @Wellington_Mgmt CEO Jean Hynes. https://t.co/3vreGmu60y
2021-12-14 14:22:30+00:00,c,"Our 2022 outlook presented a wider than normal range of potential paths. While our base case still appears likely, shifts in supply and Fed policy could cause a change in course. Read more about this episode: https://t.co/0TLwg4YrZ4 https://t.co/yNy44GfJx2"
2021-12-13 15:59:47+00:00,c,"In today’s markets, investors are likely seeking ways to add resilience to their portfolios. Our Hedge Funds team explains how market-neutral strategies have the potential to deliver steady returns in volatile markets. Find out how: https://t.co/IlXlO9XwoS"
2021-12-12 19:04:28+00:00,c,"With recent central bank action raising questions on monetary policy, Global Head of Macro Strategy Matthew Hornbach takes us through the implications for the trajectory of rates and currency markets in the year ahead. Read more about this episode: https://t.co/mdsFpGP7oV https://t.co/a35y7mOuNF"
2021-12-12 15:00:00+00:00,c,"For seasoned professionals who took a break from their careers, like Vice President Erica Bowman, our Return to Work program is a game-changer, offering training and support to get back into the workforce. Find out more: https://t.co/fjTehorPBL"
2021-12-11 16:00:40+00:00,c,It’s probably the most common question we’re asked in comments: “How do I get a job at Morgan Stanley?” We asked emerging leaders at our firm for advice on how to succeed in an interview.  https://t.co/V2KoYix2nk https://t.co/IpMXWDYw8Q
2021-12-10 20:00:00+00:00,c,"To get to the bottom of getting to the top, we spoke to three Morgan Stanley employees who have leveraged their networking skills with impressive results. Read their stories and tips on how you can do the same.
https://t.co/ZTNxL5gaR1"
2021-12-10 16:00:00+00:00,c,"Considering a career in finance but not sure if it is right for you? Perhaps it’s time to take a leap of faith, says Naeema Huq Abrar, Head of Field Strategy and Business Management at Morgan Stanley Wealth Management.
https://t.co/lTWeWPNWPJ"
2021-12-10 15:07:37+00:00,c,"The US economy is in a unique moment of uncertainty but headed into 2022, shifts in inflation, the labor market, and Fed policy tell a constructive story.

Read more about this episode: https://t.co/22hzltX910 https://t.co/lTTHoH8ZSA"
2021-12-09 23:30:31+00:00,c,"With early data in on the Omicron variant, biotechnology analyst Matthew Harrison takes us through where we stand on vaccine efficacy headed into the winter. Read more about this episode: https://t.co/82LMBfbZdl https://t.co/YThzyG32aj"
2021-12-09 16:25:52+00:00,c,Watching our children for signs of increased anxiety and depression can help get them the care they need sooner. New firm-sponsored research from the @ChildMindInst shows how children’s mental health has been impacted during the pandemic. https://t.co/wN8o4KIKCY
2021-12-09 00:30:14+00:00,c,"With investors expected to deal with an increase in volatility in 2022, our outlook for European equities remains strong into next year. Read more about this episode: https://t.co/m1RYFBsXLA https://t.co/5mkbFIVtKk"
2021-12-08 23:05:01+00:00,c,"Get the latest insights on macro, industry and market trends from Morgan Stanley's top analysts and executives. Sign up for the Five Ideas newsletter now: https://t.co/413wJ6dfrW https://t.co/2koTybRdVb"
2021-12-08 15:00:41+00:00,c,"“The affordable housing market continues to mature, offering both financial and social return.” Hear Grace Chionuma, Executive Director, Public Finance Banking, discuss affordable housing bonds in this #MorganStanleyMinute. https://t.co/9Ea6ePsXtr"
2021-12-07 23:35:00+00:00,c,"Will “buy now, pay later” use grow faster than traditional credit cards for Millennials and Gen Z? https://t.co/tjDN5Pq4Sx"
2021-12-07 12:00:28+00:00,c,"The past few weeks have seen weak valuations across equity markets. While many look to the #Omicron variant as the main culprit, the correction may have more to do with the recent Fed pivot.

Read more about this episode: https://t.co/GHxpb0hGXe https://t.co/S1JzVm2sna"
2021-12-04 18:00:42+00:00,c,"“It takes a village to support society, and businesses have a responsibility to support that village.” Peter Akwaboah, COO for Technology, Operations and Firm Resilience, discusses the power of employee networks in a #MorganStanleyMinute. 
Learn more: https://t.co/X62tI0EIc3 https://t.co/jYcMQyd8zW"
2021-12-04 15:00:00+00:00,c,A love for software engineering led technologist and Managing Director Mona Eldam back to her roots—and a new role heading up the firm’s Institutional Securities databases in our Bengaluru office. #MSCareers https://t.co/Ka0JJCdZCZ.
2021-12-04 13:00:27+00:00,c,"One of our most controversial calls for 2022, that the Fed won’t hike interest rates next year, faces renewed scrutiny amidst high inflation, signals on tapering, and today's employment report.

Read more about this episode: https://t.co/0DtDYKZktL https://t.co/sYkCEam7Ws"
2021-12-03 15:00:35+00:00,c,"Chief Asia and Emerging Markets Strategist Jonathan Garner highlights the key debates around his team’s outlook on the region’s growth, policy changes and more in the coming year.

Read more about this episode: https://t.co/aPD2xtPIjW https://t.co/NyefRzzAS6"
2021-12-02 21:09:14+00:00,c,"""The best way to grow your power is to give it away,"" said Morgan Stanley Vice Chair Carla Harris at a gala supporting buildOn last week, to an audience that included youth involved in the nonprofit's education and service programs. https://t.co/Ihv0ZNCgFY"
2021-12-02 19:00:32+00:00,c,"The Omicron variant of COVID-19 has investors concerned about potential new restrictions, but the onus lies most on state and local governments who, for now, are awaiting more information on infection rates and severity. Read more: https://t.co/9shzim7Vsy https://t.co/tk1qAEJGMQ"
2021-12-02 17:00:00+00:00,c,"For seasoned professionals who took a break from their careers, like Vice President Erica Bowman, our Return to Work program is a game-changer, offering training and support to get back into the workforce. Find out more: https://t.co/H8O9GzmatK"
2021-12-02 14:00:01+00:00,c,"After months of isolation, students and staff are back in school. But the question remains: How are teens, caregivers and educators coping? Join the Morgan Stanley Alliance for Children’s Mental Health in a virtual panel to discuss: https://t.co/6h32TLdpRg https://t.co/bWrQXpIUZM"
2021-12-01 23:19:41+00:00,c,"Last week’s news of the Omicron variant of COVID-19 has raised questions about transmissibility, vaccine efficacy, and virus mortality. Where does this variant leave us in the fight against COVID-19 and how are markets reacting? https://t.co/rnX1BuxNn6 https://t.co/LdU2Xis6Wn"
2021-12-01 22:00:11+00:00,c,"Wishing a very happy Chanukah to our employees, clients, friends and neighbors celebrating this week. https://t.co/lR74dcYvnG"
2021-11-30 22:00:00+00:00,c,"Morgan Stanley is honored to once again be recognized by MMI/Barron’s as the Wealth Manager Platform of the Year, representing wealth managers that exemplify innovation in delivering better outcomes for investors and Financial Advisors. https://t.co/y7prZ63RAO"
2021-11-30 20:05:00+00:00,c,"On #GivingTuesday, organizations are trying to reach as many people as possible for support and often encourage small donations. Here’s why you should consider participating this year. https://t.co/TIutqqZC9X"
2021-11-30 18:35:18+00:00,c,"On #GivingTuesday, Morgan Stanley celebrates the impact that our firm’s nonprofit partners have every day. As you make your personal giving choices, we welcome you to learn more about the incredible organizations that we support:https://t.co/6LkVbo7woo #MSGivesBack #GivingTuesday https://t.co/s7tXVDOhM4"
2021-11-30 14:54:11+00:00,c,"With last week’s news of the #Omicron variant of COVID-19, markets sold-off sharply on Friday, but beyond the headlines, there may be other underlying factors at play. https://t.co/pfttB9kU3C https://t.co/tGveiaLqRw"
2021-11-28 21:00:00+00:00,c,"As a Vice President and COO in Investment Management, Erica Bowman is a master multitasker. Her time off to be a full-time single mom taught her how, and our Return to Work program eased the way. Find out more: https://t.co/Se46188JNb"
2021-11-28 16:00:00+00:00,c,Tax-smart investing can help you lower your tax burden and build wealth in the long run. These year-end strategies may help: https://t.co/kle1FI3AsE
2021-11-27 21:00:00+00:00,c,Financial literacy gives you a voice. Learn how Financial Advisor Indira Tinsley uses financial planning to help immigrant women overcome obstacles and turn their dreams into a reality. #MSWomenWithoutLimits https://t.co/uPAI85DTIB
2021-11-26 19:05:52+00:00,c,"27 years ago, Mandell Crawley landed an internship at Morgan Stanley. Today, he serves as our Chief Human Resources Officer and credits those early days as a key driver of his remarkable career. 

Learn more: https://t.co/UyOm1jTDh1 https://t.co/jB2UNPtd6I"
2021-11-26 16:00:01+00:00,c,"As the holiday season approaches, many of us are eager to connect with family and reach out to those in need. These giving strategies may help you do both. #BlackFriday https://t.co/AOd7Duh38H"
2021-11-26 00:00:03+00:00,c,"Last week, Lawrence Wong, Minister for Finance of Singapore, spoke at our 20th Annual Asia Pacific Summit. He noted that while the pandemic exposed frailties of our global system, it should spur us onto forging a stronger model of globalization: https://t.co/sZxlpCwsPK https://t.co/pVKBL3YDhz"
2021-11-25 14:05:00+00:00,c,"This #Thanksgiving, we’re more thankful than ever for our employees, clients, and partners. We hope that those who celebrate the holiday are able to enjoy it with loved ones. https://t.co/wiQReU86Ry"
2021-11-24 23:47:01+00:00,c,"“A small part of China’s economic recovery will be led by fixed-asset investments in the infrastructure and property sectors, but the biggest drivers remain exports and private capex,” says our Chief Asia Economist, Chetan Ahya. Watch now: https://t.co/WD4gHaNnWc"
2021-11-24 17:30:11+00:00,c,"Our annual Holidays From Harlem concert—benefiting our children’s health partners, including Morgan Stanley NewYork Presbyterian Children's Hospital (@NYPHospital) returns for another season, with songs performed by the Morgan Stanley community. Join us! https://t.co/78z6FFLs8S https://t.co/kRA9H3Pofn"
2021-11-24 02:20:18+00:00,c,"An overview of our expectations for the year ahead across inflation, policy, asset classes and more. As with 2021, we expect many twists and turns along the way. https://t.co/v5WviEcrFs https://t.co/MoLUWfl2dp"
2021-11-23 16:00:01+00:00,c,"We are delighted to invite clients, friends and employees of Morgan Stanley for a special holiday season Lessons in Leadership event with Leslie Odom Jr., Tony and Grammy Award-Winning Artist, on Wednesday, December 8 at 8:00 PM ET. Register here: https://t.co/3FkknTHu67 https://t.co/Vu2bl5vExm"
2021-11-23 13:00:01+00:00,c,"Learn the latest healthcare trends from our Global Healthcare Conference, including cell and gene therapies and tech platforms that can deliver better care at lower costs. Find out more: https://t.co/5RnSPL3hty"
2021-11-23 00:29:23+00:00,c,"With the release of our outlook for the coming year comes a cycle of feedback and debates from clients and investors. We look at those discussions around equity markets, valuations, and more in 2022. https://t.co/Oouy3n93hr https://t.co/JkasTdy8T6"
2021-11-22 23:50:01+00:00,c,Our Head of China Materials Research Rachel Zhang spoke on the China Carbon Neutrality panel at our Twentieth Annual Asia Pacific. https://t.co/pmGx9Q7xUx
2021-11-22 20:56:55+00:00,c,"Our International Equity team engages directly and often with companies’ management to get a clear view of where they stand on a range of
sustainability issues like diversity, data security, and overall environmental impact. https://t.co/THHvGN1YCN https://t.co/pMgomcUfS5"
2021-11-22 18:18:22+00:00,c,"Our annual Holidays From Harlem concert—benefiting our children’s health partners, including Morgan Stanley NewYork Presbyterian Children's Hospital (@NYPHospital) returns for another season, with songs performed by the Morgan Stanley community. Join us! https://t.co/vOuTp36wB2 https://t.co/jOX9Y4jIUe"
2021-11-20 23:00:18+00:00,c,"On this episode of Access &amp; Opportunity, Vice Chair Carla Harris sits down with entrepreneur Farrukh Siddiqui and The Institute of Student Loan Advisors founder Betsy Mayotte to discuss the student debt crisis and stemming this growing figure. Listen now: https://t.co/jZCUYzsIbW https://t.co/mW534C6EUs"
2021-11-20 21:45:00+00:00,c,"In 1961, the Morgan Stanley Foundation was established to serve those in need; 60 years and millions of dollars in support later, Joan Steinberg, the Foundation’s president, looks back on its achievements and ahead to how its mission is evolving. https://t.co/FXxdZCEgPD"
2021-11-20 19:00:32+00:00,c,"“In this role you get to see how the entire equities floor works because hedge funds care about every single product we have to offer,” says Eric. Find out more about Eric in our full interview, including his passion for photography: https://t.co/DjcBgxjX06 https://t.co/5r5gwEAMdP"
